Name,Made,Fuel Type,Mileage,Gearbox,Engine,Power,Location,Price
Volkswagen Touran HIGHLINE,2010-08,Benzinas,227 291 km,Automatinė,1.4,103,"Vilnius, Lietuva",4 950 €
Opel Karl,2016-09,Benzinas,147 300 km,Mechaninė,1.0,55,"Kelmė, Lietuva",4 950 €
BMW 520 d Touring,2010-05,Dyzelinas,267 796 km,Automatinė,2.0,130,"Marijampolė, Lietuva",4 950 €
Opel Vivaro,2008-08,Dyzelinas,600 000 km,Mechaninė,2.0,84,"Kaunas, Lietuva",4 950 €
Volkswagen Touran,2011-04,Dyzelinas,244 000 km,Mechaninė,1.6,77,"Kaunas, Lietuva",4 950 €
Ford B-MAX,2014-03,Dyzelinas,212 000 km,Mechaninė,1.6,70,"Kaunas, Lietuva",4 950 €
Hyundai H-1 PUIKI BŪKLĖ,2008-09,Dyzelinas,290 686 km,Mechaninė,2.5,125,"Kaišiadorys, Lietuva",4 950 €
Peugeot 3008,2010-12,Dyzelinas,169 000 km,Mechaninė,1.6,88,"Marijampolė, Lietuva",4 950 €
Nissan Note 1.2 5 M/T 1.2,2014-09,Benzinas,38 000 km,Mechaninė,1.2,59,"Radviliškis, Lietuva",4 950 €
Mercedes-Benz CLK 200 W209 Kompr. Elegance,2004-04,Benzinas,260 000 km,Mechaninė,1.8,120,"Ukmergė, Lietuva",4 950 €
Mercedes-Benz Vito,2010-05,Dyzelinas,320 000 km,Mechaninė,2.2,110,"Kelmė, Lietuva",4 950 €
Toyota Verso 1.8 MAN.6 1.8,2012-03,Benzinas,230 000 km,Mechaninė,1.8,108,"Radviliškis, Lietuva",4 950 €
BMW 320 E90 d,2008-06,Dyzelinas,263 000 km,Automatinė,2.0,130,"Marijampolė, Lietuva",4 950 €
Volkswagen Crafter 2.0,2015-10,Dyzelinas,294 116 km,Mechaninė,2.0,80,"Radviliškis, Lietuva",4 950 € + mokesčiai
Mazda CX-7,2008-10,Benzinas,171 861 km,Mechaninė,2.3,191,"Klaipėda, Lietuva",4 950 €
BMW 318 E90,2011-01,Dyzelinas,354 000 km,Mechaninė,2.0,105,"Kaunas, Lietuva",4 950 €
Ford Galaxy,2007-12,Dyzelinas,175 484 km,Automatinė,2.0,96,"Marijampolė, Lietuva",4 954 €
Audi A6 TDI,2009-11,Dyzelinas,259 423 km,Mechaninė,2.7,140,"Raseiniai, Lietuva",4 995 €
Toyota Corolla T.A. IKi 2025-12,2011-01,Dyzelinas,253 000 km,Mechaninė,1.4,66,"Kaunas, Lietuva",4 999 €
Ford Focus EcoBoost Edition,2013-03,Benzinas,188 411 km,Mechaninė,1.0,74,"Kėdainiai, Lietuva",4 999 €
BMW 520 i Touring,2008-04,Benzinas,243 711 km,Mechaninė,2.0,125,"Kėdainiai, Lietuva",4 999 €
Skoda Superb,2009-02,Dyzelinas,251 825 km,Mechaninė,1.9,77,"Kretinga, Lietuva",4 999 €
Mercedes-Benz GLK 350,2010-12,Dyzelinas,,Automatinė,3.0,170,"Klaipėda, Lietuva",4 999 €
Volkswagen Golf VI TDI Highline,2012-03,Dyzelinas,244 000 km,Mechaninė,1.6,77,"Kėdainiai, Lietuva",4 999 €
BMW X3 d,2005-02,Dyzelinas,276 000 km,Automatinė,3.0,150,"Kėdainiai, Lietuva",4 999 €
Mazda CX-9 V6 aut,2009-01,Benzinas,192 000 km,Automatinė,3.7,204,"Rokiškis, Lietuva",4 999 €
BMW 530 E60,2004-01,Dyzelinas,,Mechaninė,3.0,160,"Joniškis, Lietuva",4 999 €
Opel Antara V6 Cosmo aut,2007-09,Benzinas/Dujos,265 000 km,Automatinė,3.2,167,"Vilnius, Lietuva",4 999 €
Volkswagen LT,1987-01,Dyzelinas,55 902 km,Mechaninė,2.4,55,"Druskininkai, Lietuva",4 999 €
BMW 320 d,2005-09,Dyzelinas,190 000 km,Mechaninė,2.0,120,"Kaunas, Lietuva",4 999 €
BMW 325 E90,2007-12,Dyzelinas,287 400 km,Automatinė,3.0,145,"Vilnius, Lietuva",4 999 €
BMW 120,2008-10,Dyzelinas,,Mechaninė,2.0,130,"Šilalė, Lietuva",4 999 €
Honda Accord d Executive Nav aut,2010-07,Dyzelinas,,Automatinė,2.2,110,"Kaunas, Lietuva",4 999 €
Skoda RAPID TDI,2014-03,Dyzelinas,235 000 km,Mechaninė,1.6,66,"Klaipėda, Lietuva",4 999 €
Peugeot 208,2015-11,Dyzelinas,258 000 km,Mechaninė,1.6,73,"Tauragė, Lietuva",4 999 €
BMW 320 E90 d,2008-06,Dyzelinas,270 021 km,Automatinė,2.0,130,"Vilnius, Lietuva",4 999 €
Nissan Qashqai+2,2009-11,Dyzelinas,286 000 km,Mechaninė,2.0,110,"Kaunas, Lietuva",4 999 €
Audi A4 Tdi,2009-11,Dyzelinas,257 180 km,Mechaninė,2.0,,"Pakruojis, Lietuva",4 999 €
Toyota Camry,2009-05,Benzinas/Elektra,130 000 km,Automatinė,2.4,,"Vilnius, Lietuva",4 999 €
Opel Vivaro,2005-11,Dyzelinas,250 000 km,Mechaninė,2.5,107,"Vilnius, Lietuva",4 999 €
Mercedes-Benz CLS 320 CDI,2007-12,Dyzelinas,,Automatinė,3.0,165,"Kaunas, Lietuva",4 999 €
Volkswagen Transporter,2013-10,Dyzelinas,238 000 km,Mechaninė,2.0,103,"Kaunas, Lietuva",4 999 €
Audi Q7,2006-09,Dyzelinas,302 000 km,Automatinė,3.0,,"Kretinga, Lietuva",4 999 €
Peugeot Boxer,2007-08,Dyzelinas,232 000 km,Mechaninė,2.2,74,"Kaunas, Lietuva",4 999 €
Peugeot Kitas,1958-06,Benzinas,66 000 km,Automatinė,1.5,,"Kretinga, Lietuva",4 999 €
Renault Trafic,2009-12,Dyzelinas,237 000 km,Mechaninė,2.0,84,"Kaunas, Lietuva",4 999 €
Renault Master III,2009-08,Dyzelinas,116 000 km,Mechaninė,2.5,,"Kaunas, Lietuva",4 999 € + mokesčiai
Peugeot Expert,2008-10,Dyzelinas,301 500 km,Mechaninė,2.0,100,"Kaunas, Lietuva",4 999 €
Renault Trafic,2012-06,Dyzelinas,270 000 km,Mechaninė,2.0,84,"Kaunas, Lietuva",4 999 € + mokesčiai
Audi A3 8P TDI,2009-05,Dyzelinas,316 000 km,Mechaninė,2.0,103,"Kelmė, Lietuva",4 999 €
Volkswagen Passat CC,2009-07,Benzinas,280 000 km,Automatinė,2.0,147,"Telšiai, Lietuva",4 999 €
Honda CR-V,2008-03,Benzinas,323 700 km,Mechaninė,2.0,110,"Alytus, Lietuva",4 999 €
Chevrolet Captiva,2008-12,Dyzelinas,180 000 km,Mechaninė,2.0,110,"Vilkaviškis, Lietuva",4 999 €
Volvo S80 D5,2012-11,Dyzelinas,296 000 km,Automatinė,2.0,120,"Talinas, Estija",4 999 €
Iveco Daily HPi,2013-09,Dyzelinas,194 000 km,Mechaninė,2.3,93,"Talinas, Estija",4 999 €
BMW 318 E90 d Touring,2011-12,Dyzelinas,260 580 km,Automatinė,2.0,105,"Marijampolė, Lietuva",5 000 €
Peugeot 308,2016-03,Dyzelinas,224 000 km,Mechaninė,1.6,88,"Tauragė, Lietuva",5 000 €
Renault Clio,2020-08,Benzinas,62 145 km,Mechaninė,0.9,56,"Klaipėda, Lietuva",5 000 €
Toyota Prius,2005-10,Benzinas,299 999 km,Automatinė,1.5,57,"Vilnius, Lietuva",5 000 €
Audi A4 B8 TDI,2008-05,Dyzelinas,350 000 km,Automatinė,2.0,105,"Vilnius, Lietuva",5 000 €
Mitsubishi Outlander Intense DAKAR,2007-04,Benzinas,143 000 km,Mechaninė,2.0,100,"Vilnius, Lietuva",5 000 €
Opel Karl,2017-05,Benzinas,61 000 km,Mechaninė,1.0,55,"Kėdainiai, Lietuva",5 000 €
Honda CR-V,2007-05,Dyzelinas,197 000 km,Mechaninė,2.2,103,"Radviliškis, Lietuva",5 000 €
Audi A6 C6 TDI Multitronic,2009-01,Dyzelinas,,Automatinė,2.7,140,"Kaunas, Lietuva",5 000 € + mokesčiai
Toyota Verso,2009-06,Dyzelinas,272 000 km,Automatinė,2.2,110,"Radviliškis, Lietuva",5 000 €
Opel Insignia,2020-10,Dyzelinas,168 571 km,Automatinė,1.5,90,"Kaunas, Lietuva",5 000 € + mokesčiai
Opel Insignia CDTI aut,2010-09,Dyzelinas,322 000 km,Automatinė,2.0,96,"Klaipėda, Lietuva",5 000 €
Kia Cee'd,2013-12,Dyzelinas,122 000 km,Mechaninė,1.4,66,"Šalčininkai, Lietuva",5 000 €
Volkswagen LT,2001-06,Dyzelinas,,Mechaninė,2.5,80,"Kaišiadorys, Lietuva",5 000 €
Volkswagen Crafter,2008-05,Dyzelinas,,Mechaninė,2.5,120,"Kaišiadorys, Lietuva",5 000 €
Volkswagen Kafer,1969-01,Benzinas,400 km,Mechaninė,1.2,25,"Biržai, Lietuva",5 000 €
Mazda 6,2015-06,Dyzelinas,16 000 km,Mechaninė,2.2,110,"Skuodas, Lietuva",5 000 €
Mercedes-Benz C 180,2011-08,Dyzelinas,355 000 km,Mechaninė,2.1,88,"Jonava, Lietuva",5 000 €
Ford S-Max TDCi Titanium aut,2008-12,Dyzelinas,278 610 km,Automatinė,2.0,103,"Vilnius, Lietuva",5 000 €
Audi Coupe,1986-09,Benzinas,152 652 km,Mechaninė,2.2,100,"Marijampolė, Lietuva",5 000 €
Volkswagen Passat,2011-01,Dyzelinas,458 879 km,Mechaninė,2.0,103,"Vilnius, Lietuva",5 000 €
Audi A6 Allroad Quattro,2006-12,Dyzelinas,355 000 km,Mechaninė,3.0,171,"Lentvaris, Lietuva",5 000 €
Toyota Avensis III D-4D 2010,2011-02,Dyzelinas,216 000 km,Mechaninė,2.2,110,"Varėna, Lietuva",5 000 €
Audi A6 C6 TDI Multitronic,2007-11,Dyzelinas,257 000 km,Automatinė,2.7,132,"Zarasai, Lietuva",5 000 €
Volvo V40 Cross Country,2014-12,Dyzelinas,105 000 km,Mechaninė,1.6,,"Šiauliai, Lietuva",5 000 €
Toyota RAV4 III D-4D X,2007-01,Dyzelinas,251 000 km,Mechaninė,2.2,130,"Jurbarkas, Lietuva",5 000 €
Ford Transit,2009-04,Dyzelinas,269 000 km,Mechaninė,2.2,103,"Klaipėda, Lietuva",5 000 €
Hyundai Terracan CRDi High aut,2006-07,Dyzelinas,198 691 km,Automatinė,2.9,120,"Šakiai, Lietuva",5 000 €
Volkswagen Multivan,1996-11,Benzinas,,Mechaninė,2.8,,"Kėdainiai, Lietuva",5 050 €
Volkswagen Transporter,2008-12,Dyzelinas,286 258 km,Mechaninė,1.9,75,"Kėdainiai, Lietuva",5 050 €
Ford C-MAX,2011-12,Benzinas,267 000 km,Mechaninė,1.6,134,"Marijampolė, Lietuva",5 050 €
Ford C-MAX EcoBoost Titanium AS,2013-10,Benzinas,184 000 km,Mechaninė,1.0,74,"Kaunas, Lietuva",5 100 €
Volkswagen Phaeton,2008-04,Dyzelinas,221 815 km,Automatinė,3.0,171,"Liepoja, Latvija",5 100 €
Mercedes-Benz C 220 CDI Avantgarde,2009-10,Dyzelinas,289 632 km,Automatinė,2.1,125,"Marijampolė, Lietuva",5 100 €
Volkswagen Golf,2015-06,Dyzelinas,,Automatinė,1.6,81,"Kaunas, Lietuva",5 100 €
Audi A4,2009-03,Dyzelinas,,Mechaninė,2.0,105,"Kaišiadorys, Lietuva",5 100 €
BMW 320,2010-05,Dyzelinas,290 141 km,Mechaninė,2.0,105,"Vilnius, Lietuva",5 100 €
Skoda Octavia,2014-07,Benzinas,276 000 km,Mechaninė,1.2,77,"Utena, Lietuva",5 100 €
BMW 318 E90 d Touring,2011-01,Dyzelinas,22 111 km,Mechaninė,2.0,105,"Marijampolė, Lietuva",5 100 €
Opel Meriva II T Enjoy,2012-03,Benzinas/Dujos,148 600 km,Mechaninė,1.4,88,"Mažeikiai, Lietuva",5 100 €
Volvo XC90 T6,2005-12,Benzinas,180 000 km,Automatinė,2.9,200,"Vilnius, Lietuva",5 100 €
Skoda Octavia TDI DPF Ambition,2012-11,Dyzelinas,266 598 km,Mechaninė,2.0,103,"Mažeikiai, Lietuva",5 150 €
Ford Tourneo,2007-07,Dyzelinas,236 000 km,Mechaninė,2.2,96,"Kretinga, Lietuva",5 150 €
Volkswagen Golf VI TDI BlueMot. Comfort,2009-10,Dyzelinas,280 000 km,Mechaninė,1.6,77,"Vilnius, Lietuva",5 150 €
Hyundai Santa Fe CRDi Executive 7os,2008-06,Dyzelinas,218 500 km,Automatinė,2.2,114,"Utena, Lietuva",5 150 €
Audi A3 8P TDI DPF Attraction,2010-04,Dyzelinas,193 296 km,Mechaninė,1.6,77,"Jurbarkas, Lietuva",5 150 €
Volkswagen Passat,2011-12,Benzinas,214 000 km,Automatinė,1.4,,"Klaipėda, Lietuva",5 190 €
Volkswagen Touran TDI DPF Trend. DSG,2009-04,Dyzelinas,206 500 km,Automatinė,1.9,77,"Kėdainiai, Lietuva",5 199 €
Opel Vivaro DTI L1H1,2004-02,Dyzelinas,328 000 km,Mechaninė,2.5,99,"Kėdainiai, Lietuva",5 199 €
Audi A6 C6 TDI,2009-01,Dyzelinas,345 000 km,Mechaninė,2.0,100,"Jonava, Lietuva",5 200 €
Opel Insignia CDTI Cosmo,2011-11,Dyzelinas,,Automatinė,2.0,118,"Kaunas, Lietuva",5 200 €
Volkswagen Golf VI TDI,2012-11,Dyzelinas,258 000 km,Mechaninė,1.6,77,"Kėdainiai, Lietuva",5 200 €
Volkswagen Passat CC,2009-10,Benzinas,183 000 km,Automatinė,3.6,206,"Šiauliai, Lietuva",5 200 €
BMW 330 xd Touring,2007-01,Dyzelinas,320 000 km,Automatinė,3.0,170,"Vilnius, Lietuva",5 200 €
Mercedes-Benz C 220 W204 CDI BlueEff. Avantga,2009-12,Dyzelinas,238 000 km,Mechaninė,2.1,125,"Marijampolė, Lietuva",5 200 €
Ford Explorer,2006-07,Benzinas,,Automatinė,4.0,,"Kaunas, Lietuva",5 200 €
Renault Trafic,2010-06,Dyzelinas,600 000 km,Mechaninė,2.0,84,"Kaunas, Lietuva",5 200 €
Volvo V70,2010-02,Dyzelinas,321 580 km,Mechaninė,2.0,100,"Kaunas, Lietuva",5 200 €
Volkswagen Golf Plus,2010-04,Benzinas,195 640 km,Mechaninė,1.4,90,"Kaunas, Lietuva",5 200 €
Skoda Superb TDI,2012-05,Dyzelinas,,Automatinė,2.0,125,"Šiauliai, Lietuva",5 200 €
Skoda Yeti,2011-06,Dyzelinas,,Mechaninė,2.0,103,"Kaišiadorys, Lietuva",5 200 €
Volkswagen Touran,2012-08,Benzinas/Dujos,,Mechaninė,1.4,110,"Marijampolė, Lietuva",5 200 €
Mercedes-Benz Sprinter III,2010-12,Dyzelinas,530 000 km,Automatinė,2.2,110,"Vilnius, Lietuva",5 200 €
Toyota Avensis D-4D Sol,2012-08,Dyzelinas,200 200 km,Mechaninė,2.0,91,"Ukmergė, Lietuva",5 200 €
Nissan Leaf,2013-01,Elektra,172 000 km,,,,,5 200 €
BMW 318,2011-01,Dyzelinas,2 211 km,Mechaninė,0.2,,"Marijampolė, Lietuva",5 200 €
Lexus IS 220,2008-10,Dyzelinas,317 337 km,Mechaninė,2.2,130,"Vilnius, Lietuva",5 200 €
BMW 530 E39,2001-02,Dyzelinas,313 863 km,Automatinė,3.0,168,"Alytus, Lietuva",5 222 €
Alfa Romeo Brera,2009-08,Dyzelinas,165 000 km,Automatinė,2.4,,"Kaunas, Lietuva",5 250 €
Renault Scenic dCi Tech Run EDC aut,2010-11,Dyzelinas,212 497 km,Automatinė,1.5,81,"Kretinga, Lietuva",5 250 €
Volvo XC90 D5,2004-03,Dyzelinas,279 771 km,Automatinė,2.4,120,"Kretinga, Lietuva",5 250 €
Volkswagen Golf,2011-05,Dyzelinas,261 000 km,Automatinė,1.6,77,"Marijampolė, Lietuva",5 250 €
Seat Altea XL,2010-08,Dyzelinas,251 000 km,Automatinė,1.6,77,"Kėdainiai, Lietuva",5 250 €
Volkswagen Golf Plus 1.6,2010-09,Dyzelinas,,Mechaninė,1.6,77,"Kaunas, Lietuva",5 250 €
Renault Kangoo dCi,2011-11,Dyzelinas,276 000 km,Mechaninė,1.5,66,"Vilnius, Lietuva",5 250 €
Peugeot 5008 HDi Premium aut,2010-07,Dyzelinas,204 000 km,Automatinė,1.6,80,"Vilnius, Lietuva",5 250 €
Jeep Grand Cherokee,2005-01,Dyzelinas,,Automatinė,2.7,120,"Vilnius, Lietuva",5 250 €
Mercedes-Benz E 320 CDI Avantgarde,2006-11,Dyzelinas,295 806 km,Automatinė,3.0,165,"Vilnius, Lietuva",5 250 €
Skoda Superb,2011-05,Dyzelinas,306 455 km,Mechaninė,1.6,77,"Jurbarkas, Lietuva",5 250 €
Toyota Avensis,2011-12,Dyzelinas,239 968 km,Automatinė,2.2,110,"Radviliškis, Lietuva",5 250 €
Skoda Superb,2011-05,Dyzelinas,,Mechaninė,1.6,77,"Vilkaviškis, Lietuva",5 250 €
Audi A6 TDIe,2009-07,Dyzelinas,260 000 km,Mechaninė,2.0,100,"Klaipėda, Lietuva",5 290 €
Renault Clio,2014-10,Dyzelinas,269 000 km,Mechaninė,1.5,66,"Šiauliai, Lietuva",5 290 €
Opel Insignia CDTI Edition aut,2010-04,Dyzelinas,293 416 km,Automatinė,2.0,96,"Kėdainiai, Lietuva",5 299 €
BMW X3,2007-04,Benzinas,252 000 km,Automatinė,3.0,200,"Kėdainiai, Lietuva",5 299 €
Volkswagen Cross Touran TDI,2007-12,Dyzelinas,294 821 km,Mechaninė,2.0,103,"Širvintos, Lietuva",5 299 €
Mitsubishi Pajero,2003-01,Dyzelinas,319 000 km,Automatinė,3.2,,"Kaunas, Lietuva",5 300 €
Mercedes-Benz SLK 200,2005-06,Benzinas,201 000 km,Automatinė,1.8,120,"Vilnius, Lietuva",5 300 €
Volkswagen Passat TDI Comfortline,2011-05,Dyzelinas,332 000 km,Mechaninė,2.0,103,"Vilnius, Lietuva",5 300 €
Volkswagen Golf,2017-09,Dyzelinas,183 685 km,Automatinė,1.6,85,"Kaunas, Lietuva",5 300 € + mokesčiai
Toyota Auris,2019-10,Dyzelinas,223 668 km,Mechaninė,1.4,66,"Kaunas, Lietuva",5 300 € + mokesčiai
Toyota RAV4,2007-06,Dyzelinas,274 780 km,Mechaninė,2.2,130,"Klaipėda, Lietuva",5 300 €
Opel Meriva,2014-02,Dyzelinas,250 000 km,Mechaninė,1.7,81,"Vilnius, Lietuva",5 300 €
Volvo XC70,2006-08,Dyzelinas,218 000 km,Mechaninė,2.4,136,"Raseiniai, Lietuva",5 300 €
Mazda CX-7,2009-08,Dyzelinas,213 000 km,Mechaninė,2.2,110,"Kaunas, Lietuva",5 300 €
Peugeot Partner,2016-02,Dyzelinas,182 000 km,Mechaninė,1.6,73,"Panevėžys, Lietuva",5 300 €
Ford Fiesta,2016-01,Benzinas,127 090 km,Automatinė,1.5,88,"Kaunas, Lietuva",5 300 €
BMW 530 E60,2005-01,Dyzelinas,398 000 km,Automatinė,3.0,160,"Vilnius, Lietuva",5 300 €
Fiat Ducato,2014-01,Dyzelinas,,Mechaninė,2.3,,"Vilnius, Lietuva",5 350 €
BMW X5 d,2004-09,Dyzelinas,320 630 km,Automatinė,3.0,160,"Kretinga, Lietuva",5 350 €
Peugeot 5008,2012-02,Dyzelinas,234 000 km,Automatinė,2.0,120,"Marijampolė, Lietuva",5 350 €
Toyota Prius VVT-i Sol,2008-10,Benzinas,335 000 km,Automatinė,1.5,57,"Vilnius, Lietuva",5 350 €
Volkswagen Passat TDI,2011-07,Dyzelinas,321 000 km,Automatinė,2.0,125,"Vilnius, Lietuva",5 350 €
Hyundai i30,2014-11,Dyzelinas,226 668 km,Mechaninė,1.6,94,"Radviliškis, Lietuva",5 350 €
Renault Clio,2013-12,Benzinas,194 853 km,Mechaninė,1.2,55,"Kaunas, Lietuva",5 350 €
Renault Scenic,2015-02,Benzinas,171 000 km,Mechaninė,1.6,81,"Kaunas, Lietuva",5 350 €
Nissan Qashqai,2008-10,Benzinas/Dujos,259 000 km,Mechaninė,1.6,84,"Kuršėnai, Lietuva",5 350 €
Nissan Navara,2011-01,Dyzelinas,194 000 km,Automatinė,3.0,170,"Marijampolė, Lietuva",5 350 €
Citroen Jumper 30HDi L1H1,2012-06,Dyzelinas,241 000 km,Mechaninė,2.2,81,"Kaunas, Lietuva",5 350 €
Citroen Berlingo Keleivinis,2010-02,Dyzelinas,277 000 km,Mechaninė,1.6,66,"Šiauliai, Lietuva",5 399 €
BMW X1,2010-01,Dyzelinas,298 678 km,Mechaninė,2.0,130,"Kaunas, Lietuva",5 399 €
Volkswagen Tiguan TSI 4Mot Sport&Style,2009-05,Benzinas,212 000 km,Mechaninė,1.4,110,"Kaunas, Lietuva",5 400 €
Opel Astra,2015-11,Dyzelinas,141 000 km,Mechaninė,1.6,81,"Ukmergė, Lietuva",5 400 €
Volkswagen Golf TDI Highline,2010-11,Dyzelinas,207 000 km,Mechaninė,1.6,77,"Kaunas, Lietuva",5 400 €
Mercedes-Benz C 200,2009-03,Dyzelinas,200 154 km,Automatinė,2.2,100,"Radviliškis, Lietuva",5 400 €
Audi A6 TDI Quattro Tiptr.,2010-06,Dyzelinas,333 000 km,Automatinė,2.7,140,"Vilnius, Lietuva",5 400 €
Volkswagen Passat B7 TDI BLUEMOTION techn,2012-10,Dyzelinas,390 000 km,Mechaninė,1.6,77,"Šiauliai, Lietuva",5 450 €
Volkswagen Golf TDI Highline DSG,2011-02,Dyzelinas,272 114 km,Automatinė,1.6,77,"Kretinga, Lietuva",5 450 €
Peugeot 3008,2009-10,Dyzelinas,319 112 km,Automatinė,1.6,80,"Kretinga, Lietuva",5 450 €
Toyota Auris I,2011-10,Benzinas/Elektra,210 000 km,Automatinė,1.8,,"Marijampolė, Lietuva",5 450 €
Toyota RAV4 D-4D Sol,2008-09,Dyzelinas,,Mechaninė,2.2,100,"Ukmergė, Lietuva",5 450 €
Volvo XC90,2006-07,Dyzelinas,360 000 km,Mechaninė,2.4,136,"Vilnius, Lietuva",5 450 €
Kia Sorento CRDi Freedom aut,2009-07,Dyzelinas,252 000 km,Automatinė,2.5,125,"Vilnius, Lietuva",5 450 €
Toyota Verso D-4D Premium 7os,2013-10,Dyzelinas,356 000 km,Mechaninė,2.0,91,"Kaunas, Lietuva",5 450 €
Opel Astra,2011-06,Dyzelinas,259 504 km,Mechaninė,2.0,118,"Kretinga, Lietuva",5 450 €
Audi A4 TDI,2008-08,Dyzelinas,217 200 km,Mechaninė,2.0,105,"Vilnius, Lietuva",5 450 €
Ford S-Max IŠ VOKIETIJOS,2010-10,Dyzelinas,269 891 km,Mechaninė,2.0,103,"Vilnius, Lietuva",5 450 €
Honda CR-V,2007-05,Dyzelinas,263 000 km,Mechaninė,2.2,103,"Marijampolė, Lietuva",5 450 €
Toyota Avensis 1.8 VVT-i stationcar 1.8,2014-06,Benzinas,259 000 km,Mechaninė,1.8,108,"Radviliškis, Lietuva",5 450 €
Citroen Berlingo,2014-04,Dyzelinas,283 000 km,Mechaninė,1.6,88,"Utena, Lietuva",5 450 €
Nissan Qashqai Acenta,2009-09,Benzinas,109 000 km,Mechaninė,1.6,84,"Klaipėda, Lietuva",5 480 €
Audi A6 TDI Quattro,2009-09,Dyzelinas,356 468 km,Mechaninė,3.0,171,"Marijampolė, Lietuva",5 490 €
Fiat 500,2016-06,Benzinas,149 800 km,Mechaninė,1.2,,"Tauragė, Lietuva",5 495 €
Audi 200,1986-01,Benzinas,282 660 km,Mechaninė,2.2,101,"Pakruojis, Lietuva",5 499 €
Volkswagen Multivan,1996-05,Dyzelinas,3 km,Mechaninė,2.5,96,"Marijampolė, Lietuva",5 499 €
Mitsubishi Pajero Di-D,2007-06,Dyzelinas,379 000 km,Automatinė,3.2,125,"Talinas, Estija",5 499 €
Volkswagen Passat TDI,2011-06,Dyzelinas,307 000 km,Automatinė,2.0,125,"Talinas, Estija",5 499 €
Volkswagen Transporter,2009-01,Dyzelinas,,Mechaninė,1.9,,"Vilnius, Lietuva",5 500 €
Mercedes-Benz ML 320 CDI,2006-08,Dyzelinas,,Automatinė,3.0,165,"Ukmergė, Lietuva",5 500 €
Skoda Yeti,2010-08,Benzinas,171 000 km,Mechaninė,1.8,118,"Kaunas, Lietuva",5 500 €
Kia Cee'd CRDi 90,2014-02,Dyzelinas,236 000 km,Mechaninė,1.4,66,"Vilnius, Lietuva",5 500 €
Citroen DS5,2013-05,Dyzelinas/Elektra,217 200 km,Automatinė,2.0,,"Kaunas, Lietuva",5 500 €
Opel Vivaro t.,2007-02,Dyzelinas,391 000 km,Mechaninė,2.0,84,"Vilnius, Lietuva",5 500 €
Volvo V70 D3 R-Design,2011-10,Dyzelinas,289 750 km,Automatinė,2.0,120,"Alytus, Lietuva",5 500 €
Dacia Logan,2019-01,Benzinas/Dujos,218 000 km,Mechaninė,0.9,66,"Kėdainiai, Lietuva",5 500 €
Mercedes-Benz CL 500,2005-06,Benzinas,320 000 km,Automatinė,5.0,225,"Kretinga, Lietuva",5 500 €
Audi A4,2008-07,Dyzelinas,,Mechaninė,3.0,176,"Panevėžys, Lietuva",5 500 €
Volvo V70 D Momentum,2009-11,Dyzelinas,327 588 km,Automatinė,2.4,120,"Vilnius, Lietuva",5 500 €
Ford Galaxy TDCi Ghia,2010-07,Dyzelinas,260 000 km,Mechaninė,2.0,103,"Kaunas, Lietuva",5 500 €
Lexus RX 330,2005-10,Benzinas,112 354 km,Automatinė,3.3,169,"Vilnius, Lietuva",5 500 €
Aixam Kitas,2012-01,Dyzelinas,98 193 km,Automatinė,0.6,4,"Radviliškis, Lietuva",5 500 €
Land Rover Range Rover Sport I,2007-09,Dyzelinas,258 000 km,Automatinė,2.7,140,"Šalčininkai, Lietuva",5 500 €
Volkswagen Passat B7 TDI 4Mot. Comfortlin,2012-10,Dyzelinas,,Mechaninė,2.0,103,"Vilnius, Lietuva",5 500 €
Volkswagen Golf TDI BlueMot. Comfort,2010-01,Dyzelinas,305 000 km,Automatinė,1.6,77,"Tauragė, Lietuva",5 500 €
Peugeot iOn,2016-09,Elektra,15 200 km,,,,,5 500 € + mokesčiai
Opel Corsa,2020-05,Benzinas,13 000 km,Mechaninė,1.2,74,"Kaunas, Lietuva",5 500 €
Volvo XC90,2006-07,Dyzelinas,28 812 km,Automatinė,2.4,136,"Kaunas, Lietuva",5 500 €
Mercedes-Benz CLS 350,2006-01,Benzinas/Dujos,293 000 km,Automatinė,3.5,200,"Klaipėda, Lietuva",5 500 €
Peugeot 508,2012-04,Dyzelinas/Elektra,270 000 km,Automatinė,2.0,120,"Marijampolė, Lietuva",5 500 €
Mercedes-Benz C 200 CDI BlueEff. Classic,2010-11,Dyzelinas,271 000 km,Mechaninė,2.1,100,"Klaipėda, Lietuva",5 500 €
BMW 520 d Touring,2011-05,Dyzelinas,,Automatinė,2.0,135,"Plungė, Lietuva",5 500 €
Audi A4 B8 TDI,2008-03,Dyzelinas,354 100 km,Automatinė,2.7,140,"Kėdainiai, Lietuva",5 500 €
Fiat Ducato III,2008-05,Dyzelinas,290 352 km,Mechaninė,2.3,88,"Tauragė, Lietuva",5 500 €
Honda Civic,1990-01,Benzinas,112 000 km,Automatinė,1.5,68,"Plungė, Lietuva",5 500 €
Peugeot Boxer 333 L2,2008-01,Dyzelinas,325 000 km,Mechaninė,2.2,88,"Šilalė, Lietuva",5 500 €
Mercedes-Benz 300,1991-01,Benzinas,,Automatinė,3.0,,"Klaipėda, Lietuva",5 500 €
Skoda Superb,2012-01,Dyzelinas,223 218 km,Automatinė,2.0,103,"Vilnius, Lietuva",5 500 €
BMW 530 E60,2007-08,Dyzelinas,390 000 km,Automatinė,3.0,173,"Klaipėda, Lietuva",5 500 €
